"ID","Species","metersLongitude","metersLatitude","decimalLatitude","decimalLongitude","source_ID","Sex","Age","Day","Month","Year","sampling_method","uncertainty","Sourcefile","yDay","wind_killed","d2H"
"X757","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1626",NA,"A",28,5,2015,"MIST_NET",86356,"Campbell",148,"no",-84.99
"X758","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1627",NA,"A",11,6,2015,"MIST_NET",86356,"Campbell",162,"no",-36.07
"X759","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1628",NA,"A",11,6,2015,"MIST_NET",86356,"Campbell",162,"no",-65.53
"X760","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1629",NA,"A",11,6,2015,"MIST_NET",86356,"Campbell",162,"no",-54.34
"X761","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"163","F","A",4,10,2013,"MIST_NET",NA,"Campbell",277,"no",-5.87
"X762","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1630",NA,"A",11,6,2015,"MIST_NET",86356,"Campbell",162,"no",-52.41
"X763","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1631",NA,"A",12,6,2015,"MIST_NET",86356,"Campbell",163,"no",-79.23
"X764","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1632",NA,"A",12,6,2015,"MIST_NET",86356,"Campbell",163,"no",-64.24
"X765","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1633",NA,"A",12,6,2015,"MIST_NET",86356,"Campbell",163,"no",-59.98
"X766","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1634",NA,"A",12,6,2015,"MIST_NET",86356,"Campbell",163,"no",-67.58
"X767","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1635",NA,"A",12,6,2015,"MIST_NET",86356,"Campbell",163,"no",-64.74
"X768","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1636",NA,"A",12,6,2015,"MIST_NET",86356,"Campbell",163,"no",-46.27
"X769","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1637",NA,"A",12,6,2015,"MIST_NET",86356,"Campbell",163,"no",-39.19
"X770","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1638",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-64.29
"X771","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1639",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-69.08
"X772","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"164","F","A",4,10,2013,"MIST_NET",NA,"Campbell",277,"no",-13.75
"X773","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1640",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-74
"X774","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1641",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-46.94
"X775","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1642",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-59.16
"X776","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1643",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-68.96
"X777","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1644",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-42.88
"X778","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1645",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-77.1
"X779","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1646",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-52.42
"X780","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1647",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-64.96
"X781","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1648",NA,"A",25,6,2015,"MIST_NET",86356,"Campbell",176,"no",-80.04
"X782","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1649",NA,"A",13,7,2015,"MIST_NET",86356,"Campbell",194,"no",-81.27
"X783","LABO",1599525.22660378,73324.8744001798,39.2,-76.2,"165","M","J",8,10,2013,"MIST_NET",NA,"Campbell",281,"no",-21.96
"X784","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1650",NA,"A",13,7,2015,"MIST_NET",86356,"Campbell",194,"no",-62.42
"X785","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1651",NA,"A",13,7,2015,"MIST_NET",86356,"Campbell",194,"no",-50.68
"X786","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1652",NA,"A",16,10,2015,"MIST_NET",86356,"Campbell",289,"no",-58.53
"X787","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1653",NA,"A",20,10,2015,"MIST_NET",86356,"Campbell",293,"no",-68.45
"X788","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1654",NA,"A",23,10,2015,"MIST_NET",86356,"Campbell",296,"no",-46.2
"X789","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1655",NA,"A",23,10,2015,"MIST_NET",86356,"Campbell",296,"no",-43.09
"X790","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1656",NA,"A",26,10,2015,"MIST_NET",86356,"Campbell",299,"no",-57.99
"X791","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1657",NA,"A",26,10,2015,"MIST_NET",86356,"Campbell",299,"no",-70.36
"X792","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1658",NA,"A",26,10,2015,"MIST_NET",86356,"Campbell",299,"no",-51.75
"X793","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1659",NA,"A",29,10,2015,"MIST_NET",86356,"Campbell",302,"no",-83.8
"X794","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"166","M","A",25,5,2014,"MIST_NET",NA,"Campbell",145,"no",-38.63
"X795","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1660",NA,"A",29,10,2015,"MIST_NET",86356,"Campbell",302,"no",-69.84
"X796","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1661",NA,"A",29,10,2015,"MIST_NET",86356,"Campbell",302,"no",-20.14
"X797","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1662",NA,"A",29,10,2015,"MIST_NET",86356,"Campbell",302,"no",-97.4
"X798","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1663",NA,"A",30,10,2015,"MIST_NET",86356,"Campbell",303,"no",-22.28
"X799","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1664",NA,"A",30,10,2015,"MIST_NET",86356,"Campbell",303,"no",-53.28
"X800","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1665",NA,"A",12,11,2015,"MIST_NET",86356,"Campbell",316,"no",-45.84
"X801","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1666",NA,"A",12,11,2015,"MIST_NET",86356,"Campbell",316,"no",-61.89
"X802","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1667",NA,"A",12,11,2015,"MIST_NET",86356,"Campbell",316,"no",-30.66
"X803","LANO",-2186391.01482632,406680.582951333,40.7,-123.9,"1668",NA,"A",12,11,2015,"MIST_NET",86356,"Campbell",316,"no",-57.8
"X804","LABO",179984.108328406,-503689.857198768,35.7,-93.9,"1669","F","A",23,6,2015,"MIST_NET",NA,"Campbell",174,"no",-41.41
"X805","LACI",1405159.32036638,94684.2927104597,39.7,-78.5,"167","M","A",6,6,2014,"MIST_NET",NA,"Campbell",157,"no",-78.81
"X806","LABO",179984.108328406,-503689.857198768,35.7,-93.9,"1670","M","A",23,6,2015,"MIST_NET",NA,"Campbell",174,"no",-43.89
"X807","LABO",171661.859674763,-515586.777333864,35.6,-94,"1671","M","A",24,6,2015,"MIST_NET",NA,"Campbell",175,"no",-34.22
"X808","LABO",188553.276447679,-503495.478314893,35.7,-93.8,"1672","F","A",26,6,2015,"MIST_NET",NA,"Campbell",177,"no",-43.05
"X809","LABO",188553.276447679,-503495.478314893,35.7,-93.8,"1673","F","A",26,6,2015,"MIST_NET",NA,"Campbell",177,"no",-21.97
"X810","LABO",180243.582084167,-515401.170690347,35.6,-93.9,"1675","M","A",29,6,2015,"MIST_NET",NA,"Campbell",180,"no",-35.1
"X811","LABO",188825.103928756,-515206.511580512,35.6,-93.8,"1678","F","A",11,7,2015,"MIST_NET",NA,"Campbell",192,"no",-31.88
"X812","LABO",188825.103928756,-515206.511580512,35.6,-93.8,"1679","F","A",11,7,2015,"MIST_NET",NA,"Campbell",192,"no",-36.19
"X813","LABO",1421032.31146051,97665.5486184437,39.7,-78.3,"168","M","A",18,6,2014,"MIST_NET",NA,"Campbell",169,"no",-34.54
"X814","LABO",188825.103928756,-515206.511580512,35.6,-93.8,"1680","M","J",11,7,2015,"MIST_NET",NA,"Campbell",192,"no",-38.43
"X815","LABO",188553.276447679,-503495.478314893,35.7,-93.8,"1682","F","A",27,6,2015,"MIST_NET",NA,"Campbell",178,"no",-24.11
"X816","LABO",188553.276447679,-503495.478314893,35.7,-93.8,"1683","M","A",27,6,2015,"MIST_NET",NA,"Campbell",178,"no",-43.98
"X817","LABO",188553.276447679,-503495.478314893,35.7,-93.8,"1684","F","A",27,6,2015,"MIST_NET",NA,"Campbell",178,"no",-32.96
"X818","LABO",188553.276447679,-503495.478314893,35.7,-93.8,"1685","M","A",27,6,2015,"MIST_NET",NA,"Campbell",178,"no",-34.83
"X819","LABO",188825.103928756,-515206.511580512,35.6,-93.8,"1688","M","A",11,7,2015,"MIST_NET",NA,"Campbell",192,"no",-41.66
"X820","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"169","F","A",22,6,2014,"MIST_NET",NA,"Campbell",173,"no",-43
"X821","LABO",188825.103928756,-515206.511580512,35.6,-93.8,"1690","F","A",12,7,2015,"MIST_NET",NA,"Campbell",193,"no",-45.2
"X822","LABO",188825.103928756,-515206.511580512,35.6,-93.8,"1692","F","J",12,7,2015,"MIST_NET",NA,"Campbell",193,"no",-45.73
"X823","LABO",188825.103928756,-515206.511580512,35.6,-93.8,"1693","M","J",12,7,2015,"MIST_NET",NA,"Campbell",193,"no",-41.42
"X824","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"170","F","A",22,6,2014,"MIST_NET",NA,"Campbell",173,"no",-46.94
"X825","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"171","M","A",22,6,2014,"MIST_NET",NA,"Campbell",173,"no",-39.4
"X826","LANO",315688.442026181,-464364.797057628,36,-92.3,"1710","M","A",4,6,2015,"MIST_NET",NA,"Campbell",155,"no",-24.56
"X827","LABO",323746.227407588,-452312.839400185,36.1,-92.2,"1714","F","A",2,6,2015,"MIST_NET",NA,"Campbell",153,"no",-36.78
"X828","LABO",323276.308434111,-440596.034498043,36.2,-92.2,"1717","M","A",22,5,2015,"MIST_NET",NA,"Campbell",142,"no",-36.2
"X829","LABO",1421032.31146051,97665.5486184437,39.7,-78.3,"172","M","A",26,6,2014,"MIST_NET",NA,"Campbell",177,"no",-40.3
"X830","LABO",1359594.09593766,74336.8685684638,39.6,-79.1,"173","F","A",5,7,2014,"MIST_NET",NA,"Campbell",186,"no",-32.08
"X831","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"174","F","A",6,7,2014,"MIST_NET",NA,"Campbell",187,"no",-40.34
"X832","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"175","F","J",22,7,2014,"MIST_NET",NA,"Campbell",203,"no",-44.01
"X833","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"176","F","J",22,7,2014,"MIST_NET",NA,"Campbell",203,"no",-50.72
"X834","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"177","F","J",22,7,2014,"MIST_NET",NA,"Campbell",203,"no",-57.34
"X835","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"178","F","J",22,7,2014,"MIST_NET",NA,"Campbell",203,"no",-51.46
"X836","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"179","M","A",25,7,2014,"MIST_NET",NA,"Campbell",206,"no",-44.62
"X837","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"180","M","J",25,7,2014,"MIST_NET",NA,"Campbell",206,"no",-43.18
"X838","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"181","F","J",25,7,2014,"MIST_NET",NA,"Campbell",206,"no",-57.08
"X839","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"182","F","J",25,7,2014,"MIST_NET",NA,"Campbell",206,"no",-56.18
"X840","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"183","M","A",25,7,2014,"MIST_NET",NA,"Campbell",206,"no",-38.62
"X841","LABO",1359594.09593766,74336.8685684638,39.6,-79.1,"184","F","J",31,7,2014,"MIST_NET",NA,"Campbell",212,"no",-58.66
"X842","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"185","F","A",5,8,2014,"MIST_NET",NA,"Campbell",217,"no",-47.68
"X843","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"186","M","A",5,8,2014,"MIST_NET",NA,"Campbell",217,"no",-37.16
"X844","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"187","M","A",5,8,2014,"MIST_NET",NA,"Campbell",217,"no",-48.17
"X845","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"188","M","A",5,8,2014,"MIST_NET",NA,"Campbell",217,"no",-36.13
"X846","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"189","M","J",5,8,2014,"MIST_NET",NA,"Campbell",217,"no",-46.34
"X847","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"190","M","A",5,8,2014,"MIST_NET",NA,"Campbell",217,"no",-39.62
"X848","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"191","M","A",5,8,2014,"MIST_NET",NA,"Campbell",217,"no",-42.05
"X849","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"192","F","J",5,8,2014,"MIST_NET",NA,"Campbell",217,"no",-35.63
"X850","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"193","M","J",8,8,2014,"MIST_NET",NA,"Campbell",220,"no",-51.31
"X851","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"194","M","A",8,8,2014,"MIST_NET",NA,"Campbell",220,"no",-39.29
"X852","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"195","M","A",8,8,2014,"MIST_NET",NA,"Campbell",220,"no",-44.9
"X853","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"196","F","J",8,8,2014,"MIST_NET",NA,"Campbell",220,"no",-52.56
"X854","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"197","F","J",8,8,2014,"MIST_NET",NA,"Campbell",220,"no",-48.34
"X855","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"198","F","J",8,8,2014,"MIST_NET",NA,"Campbell",220,"no",-49.18
"X856","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"199","M","A",9,8,2014,"MIST_NET",NA,"Campbell",221,"no",-45.1
"X857","LACI",1405159.32036638,94684.2927104597,39.7,-78.5,"200","M","A",9,8,2014,"MIST_NET",NA,"Campbell",221,"no",-63.22
"X858","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"201","M","A",9,8,2014,"MIST_NET",NA,"Campbell",221,"no",-44.22
"X859","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"202","F","A",9,8,2014,"MIST_NET",NA,"Campbell",221,"no",-35.1
"X860","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"203","F","A",9,8,2014,"MIST_NET",NA,"Campbell",221,"no",-41.94
"X861","LABO",1599525.22660378,73324.8744001798,39.2,-76.2,"204","F","A",11,8,2014,"MIST_NET",NA,"Campbell",223,"no",-47.05
"X862","LABO",1599525.22660378,73324.8744001798,39.2,-76.2,"205","F","A",13,8,2014,"MIST_NET",NA,"Campbell",225,"no",-38.58
"X863","LABO",1599525.22660378,73324.8744001798,39.2,-76.2,"206","F","A",13,8,2014,"MIST_NET",NA,"Campbell",225,"no",-30.54
"X864","LABO",1599525.22660378,73324.8744001798,39.2,-76.2,"207","M","J",13,8,2014,"MIST_NET",NA,"Campbell",225,"no",-52.05
"X865","LABO",1599525.22660378,73324.8744001798,39.2,-76.2,"208","M","J",14,8,2014,"MIST_NET",NA,"Campbell",226,"no",-47
"X866","LABO",1584267.99889731,106242.930970838,39.5,-76.3,"209","F","J",16,8,2014,"MIST_NET",5057,"Campbell",228,"no",-45.14
"X867","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"210","M","A",21,8,2014,"MIST_NET",NA,"Campbell",233,"no",-37.55
"X868","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"211","M","A",21,8,2014,"MIST_NET",NA,"Campbell",233,"no",-52.33
"X869","LABO",1359594.09593766,74336.8685684638,39.6,-79.1,"212","M","A",26,8,2014,"MIST_NET",NA,"Campbell",238,"no",-46.27
"X870","LABO",1421032.31146051,97665.5486184437,39.7,-78.3,"213","M","A",29,8,2014,"MIST_NET",NA,"Campbell",241,"no",-39.11
"X871","LABO",1421032.31146051,97665.5486184437,39.7,-78.3,"214","M","A",29,8,2014,"MIST_NET",NA,"Campbell",241,"no",-48.94
"X872","LABO",1421032.31146051,97665.5486184437,39.7,-78.3,"215","F","A",29,8,2014,"MIST_NET",NA,"Campbell",241,"no",-57.18
"X873","LABO",1421032.31146051,97665.5486184437,39.7,-78.3,"216","M","J",29,8,2014,"MIST_NET",NA,"Campbell",241,"no",-49.86
"X874","LABO",1421032.31146051,97665.5486184437,39.7,-78.3,"217","F","A",29,8,2014,"MIST_NET",NA,"Campbell",241,"no",-39.76
"X875","LABO",1421032.31146051,97665.5486184437,39.7,-78.3,"218","F","J",29,8,2014,"MIST_NET",NA,"Campbell",241,"no",-34.59
"X876","LABO",1405159.32036638,94684.2927104597,39.7,-78.5,"219","M","A",26,9,2014,"MIST_NET",NA,"Campbell",269,"no",-59.65
"X877","LABO",691831.6486726,102566.56602428,40.6,-87.3,"220",NA,NA,14,8,2009,"TURBINE_CARCASS",15581,"Campbell",226,"yes",-60.96
"X878","LABO",691831.6486726,102566.56602428,40.6,-87.3,"222",NA,NA,13,9,2009,"TURBINE_CARCASS",15581,"Campbell",256,"yes",-73.74
"X879","LABO",691831.6486726,102566.56602428,40.6,-87.3,"223",NA,NA,14,9,2009,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-49.07
"X880","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2230",NA,NA,NA,NA,NA,"TURBINE_CARCASS",70509,"Campbell",NA,"yes",-54.59
"X881","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2247","M","A",2,5,2016,"TURBINE_CARCASS",70509,"Campbell",123,"yes",-39.75
"X882","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2248","F","A",4,5,2016,"TURBINE_CARCASS",70509,"Campbell",125,"yes",-37.92
"X883","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2249","M","A",9,5,2016,"TURBINE_CARCASS",70509,"Campbell",130,"yes",-64.2
"X884","LABO",691831.6486726,102566.56602428,40.6,-87.3,"225",NA,NA,24,8,2009,"TURBINE_CARCASS",15581,"Campbell",236,"yes",-59.38
"X885","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2250","F","A",12,5,2016,"TURBINE_CARCASS",70509,"Campbell",133,"yes",-59.38
"X886","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2253","M","A",18,5,2016,"TURBINE_CARCASS",70509,"Campbell",139,"yes",-30.91
"X887","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2254",NA,"A",27,5,2016,"TURBINE_CARCASS",70509,"Campbell",148,"yes",-30.45
"X888","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2256","M","A",4,6,2016,"TURBINE_CARCASS",70509,"Campbell",156,"yes",-47.94
"X889","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2257","F","A",2,5,2016,"TURBINE_CARCASS",70509,"Campbell",123,"yes",-33.44
"X890","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2258","M","A",11,5,2016,"TURBINE_CARCASS",70509,"Campbell",132,"yes",-46.97
"X891","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2259","F","A",20,5,2016,"TURBINE_CARCASS",70509,"Campbell",141,"yes",-33.14
"X892","LABO",691831.6486726,102566.56602428,40.6,-87.3,"226",NA,NA,16,8,2009,"TURBINE_CARCASS",15581,"Campbell",228,"yes",-59.18
"X893","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2260","M","A",27,5,2016,"TURBINE_CARCASS",70509,"Campbell",148,"yes",-17.22
"X894","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2261","M","A",25,7,2016,"TURBINE_CARCASS",70509,"Campbell",207,"yes",-27.35
"X895","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2262","M","A",18,7,2016,"TURBINE_CARCASS",70509,"Campbell",200,"yes",-37.81
"X896","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2266","F","A",20,7,2016,"TURBINE_CARCASS",70509,"Campbell",202,"yes",-42.95
"X897","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2267",NA,"A",30,6,2016,"TURBINE_CARCASS",70509,"Campbell",182,"yes",-24.72
"X898","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2269","M","A",30,7,2016,"TURBINE_CARCASS",70509,"Campbell",212,"yes",-9.33
"X899","LABO",691831.6486726,102566.56602428,40.6,-87.3,"227",NA,NA,14,9,2009,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-73.28
"X900","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2270","M","A",27,7,2016,"TURBINE_CARCASS",70509,"Campbell",209,"yes",-16.02
"X901","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2271","M","A",20,7,2016,"TURBINE_CARCASS",70509,"Campbell",202,"yes",-19.3
"X902","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2272","M","A",27,7,2016,"TURBINE_CARCASS",70509,"Campbell",209,"yes",-14.53
"X903","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2273","M","A",7,8,2016,"TURBINE_CARCASS",70509,"Campbell",220,"yes",-31.58
"X904","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2275","M","A",1,7,2016,"TURBINE_CARCASS",70509,"Campbell",183,"yes",-47.72
"X905","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2276","M","A",2,8,2016,"TURBINE_CARCASS",70509,"Campbell",215,"yes",-31.51
"X906","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2278","M","A",31,7,2016,"TURBINE_CARCASS",70509,"Campbell",213,"yes",-15.18
"X907","LABO",691831.6486726,102566.56602428,40.6,-87.3,"228",NA,NA,14,9,2009,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-57.86
"X908","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2282","M","A",16,8,2016,"TURBINE_CARCASS",70509,"Campbell",229,"yes",-9.84
"X909","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2285","F","A",2,6,2016,"TURBINE_CARCASS",70509,"Campbell",154,"yes",-0.66
"X910","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2286",NA,"A",19,7,2016,"TURBINE_CARCASS",70509,"Campbell",201,"yes",-21.84
"X911","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2287","M","A",12,7,2016,"TURBINE_CARCASS",70509,"Campbell",194,"yes",-23.64
"X912","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2288","M","A",1,7,2016,"TURBINE_CARCASS",70509,"Campbell",183,"yes",-36.86
"X913","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2292","M","A",15,8,2016,"TURBINE_CARCASS",70509,"Campbell",228,"yes",-52.04
"X914","LABO",1278692.91748044,-130861.863303096,38,-80.5,"2296","M","A",20,6,2016,"TURBINE_CARCASS",70509,"Campbell",172,"yes",-20.52
"X915","LABO",691831.6486726,102566.56602428,40.6,-87.3,"230",NA,NA,11,9,2009,"TURBINE_CARCASS",15581,"Campbell",254,"yes",-71.96
"X916","LABO",691831.6486726,102566.56602428,40.6,-87.3,"231",NA,NA,25,5,2009,"TURBINE_CARCASS",15581,"Campbell",145,"yes",-47.82
"X917","LACI",1278692.91748044,-130861.863303096,38,-80.5,"2314","M","A",19,9,2016,"TURBINE_CARCASS",70509,"Campbell",263,"yes",-61.84
"X918","LABO",691831.6486726,102566.56602428,40.6,-87.3,"232",NA,NA,10,6,2009,"TURBINE_CARCASS",15581,"Campbell",161,"yes",-47.47
"X919","LABO",691831.6486726,102566.56602428,40.6,-87.3,"233",NA,NA,25,9,2009,"TURBINE_CARCASS",15581,"Campbell",268,"yes",-45.69
"X920","LABO",691831.6486726,102566.56602428,40.6,-87.3,"234",NA,NA,17,9,2009,"TURBINE_CARCASS",15581,"Campbell",260,"yes",-52.44
"X921","LABO",691831.6486726,102566.56602428,40.6,-87.3,"235",NA,NA,25,8,2009,"TURBINE_CARCASS",15581,"Campbell",237,"yes",-29.21
"X922","LABO",691831.6486726,102566.56602428,40.6,-87.3,"237",NA,NA,8,9,2009,"TURBINE_CARCASS",15581,"Campbell",251,"yes",-56
"X923","LABO",691831.6486726,102566.56602428,40.6,-87.3,"238",NA,NA,17,8,2009,"TURBINE_CARCASS",15581,"Campbell",229,"yes",-44.09
"X924","LABO",691831.6486726,102566.56602428,40.6,-87.3,"239",NA,NA,10,9,2009,"TURBINE_CARCASS",15581,"Campbell",253,"yes",-57.2
"X925","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2399","F","A",17,4,2014,"TURBINE_CARCASS",NA,"Campbell",107,"yes",-30.67
"X926","LABO",691831.6486726,102566.56602428,40.6,-87.3,"240",NA,NA,19,8,2010,"TURBINE_CARCASS",15581,"Campbell",231,"yes",-35.73
"X927","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2400","F","A",19,4,2014,"TURBINE_CARCASS",NA,"Campbell",109,"yes",-10.94
"X928","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2401","F","A",19,4,2014,"TURBINE_CARCASS",NA,"Campbell",109,"yes",-22.19
"X929","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2402","F","A",22,4,2014,"TURBINE_CARCASS",NA,"Campbell",112,"yes",-24.58
"X930","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2403","F","A",23,4,2014,"TURBINE_CARCASS",NA,"Campbell",113,"yes",-26.57
"X931","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2405","F","A",23,4,2014,"TURBINE_CARCASS",NA,"Campbell",113,"yes",-25.96
"X932","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2408","F","A",29,4,2014,"TURBINE_CARCASS",NA,"Campbell",119,"yes",-51
"X933","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2409","F","A",4,5,2014,"TURBINE_CARCASS",NA,"Campbell",124,"yes",-26.59
"X934","LABO",691831.6486726,102566.56602428,40.6,-87.3,"241","F",NA,20,8,2010,"TURBINE_CARCASS",15581,"Campbell",232,"yes",-35.51
"X935","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2411","F","A",5,5,2014,"TURBINE_CARCASS",NA,"Campbell",125,"yes",-36
"X936","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2412","F",NA,7,5,2014,"TURBINE_CARCASS",NA,"Campbell",127,"yes",-26.12
"X937","LABO",-123447.278346792,-738555.45580019,33.7,-97.4,"2413","F","A",8,5,2014,"TURBINE_CARCASS",NA,"Campbell",128,"yes",-37.52
