"ID","Species","metersLongitude","metersLatitude","decimalLatitude","decimalLongitude","source_ID","Sex","Age","Day","Month","Year","sampling_method","uncertainty","Sourcefile","yDay","wind_killed","d2H"
"X1483","LACI",691831.6486726,102566.56602428,40.6,-87.3,"584","M",NA,10,9,2011,"TURBINE_CARCASS",15581,"Campbell",253,"yes",-54.7
"X1484","LACI",691831.6486726,102566.56602428,40.6,-87.3,"585",NA,NA,11,9,2011,"TURBINE_CARCASS",15581,"Campbell",254,"yes",-44.21
"X1485","LACI",691831.6486726,102566.56602428,40.6,-87.3,"586","F",NA,12,9,2011,"TURBINE_CARCASS",15581,"Campbell",255,"yes",-65.59
"X1486","LACI",691831.6486726,102566.56602428,40.6,-87.3,"587","F",NA,12,9,2011,"TURBINE_CARCASS",15581,"Campbell",255,"yes",-63.73
"X1487","LACI",691831.6486726,102566.56602428,40.6,-87.3,"588","F",NA,12,9,2011,"TURBINE_CARCASS",15581,"Campbell",255,"yes",-56.99
"X1488","LACI",691831.6486726,102566.56602428,40.6,-87.3,"589","M",NA,12,9,2011,"TURBINE_CARCASS",15581,"Campbell",255,"yes",-50.5
"X1489","LACI",691831.6486726,102566.56602428,40.6,-87.3,"590","F",NA,12,9,2011,"TURBINE_CARCASS",15581,"Campbell",255,"yes",-72.19
"X1490","LACI",691831.6486726,102566.56602428,40.6,-87.3,"591","F",NA,13,9,2011,"TURBINE_CARCASS",15581,"Campbell",256,"yes",-61.3
"X1491","LACI",691831.6486726,102566.56602428,40.6,-87.3,"592",NA,NA,14,9,2011,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-57.46
"X1492","LACI",691831.6486726,102566.56602428,40.6,-87.3,"593","F",NA,14,9,2011,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-61.58
"X1493","LACI",691831.6486726,102566.56602428,40.6,-87.3,"594",NA,NA,14,9,2011,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-72.04
"X1494","LACI",691831.6486726,102566.56602428,40.6,-87.3,"596","F",NA,14,9,2011,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-67.76
"X1495","LACI",691831.6486726,102566.56602428,40.6,-87.3,"597",NA,NA,14,9,2011,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-56.66
"X1496","LACI",691831.6486726,102566.56602428,40.6,-87.3,"598",NA,NA,16,9,2011,"TURBINE_CARCASS",15581,"Campbell",259,"yes",-48.49
"X1497","LACI",691831.6486726,102566.56602428,40.6,-87.3,"600","M",NA,17,9,2011,"TURBINE_CARCASS",15581,"Campbell",260,"yes",-49.04
"X1498","LACI",691831.6486726,102566.56602428,40.6,-87.3,"601","M",NA,17,9,2011,"TURBINE_CARCASS",15581,"Campbell",260,"yes",-65.83
"X1499","LACI",691831.6486726,102566.56602428,40.6,-87.3,"602","F",NA,18,9,2011,"TURBINE_CARCASS",15581,"Campbell",261,"yes",-71.31
"X1500","LACI",691831.6486726,102566.56602428,40.6,-87.3,"603","F",NA,19,9,2011,"TURBINE_CARCASS",15581,"Campbell",262,"yes",-44.63
"X1501","LACI",691831.6486726,102566.56602428,40.6,-87.3,"604","M",NA,20,9,2011,"TURBINE_CARCASS",15581,"Campbell",263,"yes",-99.05
"X1502","LACI",691831.6486726,102566.56602428,40.6,-87.3,"605",NA,NA,20,9,2011,"TURBINE_CARCASS",15581,"Campbell",263,"yes",-68.98
"X1503","LACI",691831.6486726,102566.56602428,40.6,-87.3,"606","F",NA,20,9,2011,"TURBINE_CARCASS",15581,"Campbell",263,"yes",-44.01
"X1504","LACI",691831.6486726,102566.56602428,40.6,-87.3,"607","F",NA,21,9,2011,"TURBINE_CARCASS",15581,"Campbell",264,"yes",-68.99
"X1505","LACI",691831.6486726,102566.56602428,40.6,-87.3,"608","F",NA,21,9,2011,"TURBINE_CARCASS",15581,"Campbell",264,"yes",-62.27
"X1506","LACI",691831.6486726,102566.56602428,40.6,-87.3,"609","F",NA,21,9,2011,"TURBINE_CARCASS",15581,"Campbell",264,"yes",-51.11
"X1507","LACI",691831.6486726,102566.56602428,40.6,-87.3,"610",NA,NA,21,9,2011,"TURBINE_CARCASS",15581,"Campbell",264,"yes",-62.32
"X1508","LACI",691831.6486726,102566.56602428,40.6,-87.3,"612","M",NA,22,9,2011,"TURBINE_CARCASS",15581,"Campbell",265,"yes",-61.96
"X1509","LACI",691831.6486726,102566.56602428,40.6,-87.3,"613","F",NA,22,9,2011,"TURBINE_CARCASS",15581,"Campbell",265,"yes",-71.56
"X1510","LACI",691831.6486726,102566.56602428,40.6,-87.3,"615","F",NA,22,9,2011,"TURBINE_CARCASS",15581,"Campbell",265,"yes",-58.08
"X1511","LACI",691831.6486726,102566.56602428,40.6,-87.3,"616","M",NA,22,9,2011,"TURBINE_CARCASS",15581,"Campbell",265,"yes",-49.8
"X1512","LACI",691831.6486726,102566.56602428,40.6,-87.3,"617","F",NA,22,9,2011,"TURBINE_CARCASS",15581,"Campbell",265,"yes",-65.35
"X1513","LACI",691831.6486726,102566.56602428,40.6,-87.3,"619","F",NA,23,9,2011,"TURBINE_CARCASS",15581,"Campbell",266,"yes",-62.99
"X1514","LACI",691831.6486726,102566.56602428,40.6,-87.3,"620","F",NA,23,9,2011,"TURBINE_CARCASS",15581,"Campbell",266,"yes",-55.87
"X1515","LACI",691831.6486726,102566.56602428,40.6,-87.3,"622","M",NA,23,9,2011,"TURBINE_CARCASS",15581,"Campbell",266,"yes",-54.74
"X1516","LACI",691831.6486726,102566.56602428,40.6,-87.3,"624","M",NA,28,9,2011,"TURBINE_CARCASS",15581,"Campbell",271,"yes",-56.17
"X1517","LACI",691831.6486726,102566.56602428,40.6,-87.3,"625","F",NA,2,10,2011,"TURBINE_CARCASS",15581,"Campbell",275,"yes",-63.83
"X1518","LACI",691831.6486726,102566.56602428,40.6,-87.3,"626","M",NA,4,10,2011,"TURBINE_CARCASS",15581,"Campbell",277,"yes",-47.62
"X1519","LACI",691831.6486726,102566.56602428,40.6,-87.3,"627",NA,NA,4,10,2011,"TURBINE_CARCASS",15581,"Campbell",277,"yes",-49.7
"X1520","LACI",691831.6486726,102566.56602428,40.6,-87.3,"628",NA,NA,9,10,2011,"TURBINE_CARCASS",15581,"Campbell",282,"yes",-65.1
"X1521","LACI",691831.6486726,102566.56602428,40.6,-87.3,"629","M",NA,11,10,2011,"TURBINE_CARCASS",15581,"Campbell",284,"yes",-68.44
"X1522","LACI",691831.6486726,102566.56602428,40.6,-87.3,"630","M",NA,11,10,2011,"TURBINE_CARCASS",15581,"Campbell",284,"yes",-55.86
"X1523","LACI",691831.6486726,102566.56602428,40.6,-87.3,"632",NA,NA,16,10,2011,"TURBINE_CARCASS",15581,"Campbell",289,"yes",-74.51
"X1524","LACI",691831.6486726,102566.56602428,40.6,-87.3,"633","F",NA,1,8,2011,"TURBINE_CARCASS",15581,"Campbell",213,"yes",-56.8
"X1525","LACI",691831.6486726,102566.56602428,40.6,-87.3,"634",NA,NA,1,8,2012,"TURBINE_CARCASS",15581,"Campbell",214,"yes",-49.95
"X1526","LACI",691831.6486726,102566.56602428,40.6,-87.3,"636",NA,NA,3,8,2012,"TURBINE_CARCASS",15581,"Campbell",216,"yes",-106.39
"X1527","LACI",691831.6486726,102566.56602428,40.6,-87.3,"637","M",NA,3,8,2012,"TURBINE_CARCASS",15581,"Campbell",216,"yes",-61.35
"X1528","LACI",691831.6486726,102566.56602428,40.6,-87.3,"638",NA,NA,16,8,2012,"TURBINE_CARCASS",15581,"Campbell",229,"yes",-54.02
"X1529","LACI",691831.6486726,102566.56602428,40.6,-87.3,"639","M",NA,21,8,2012,"TURBINE_CARCASS",15581,"Campbell",234,"yes",-112.2
"X1530","LACI",691831.6486726,102566.56602428,40.6,-87.3,"640","M",NA,21,8,2012,"TURBINE_CARCASS",15581,"Campbell",234,"yes",-65.76
"X1531","LACI",691831.6486726,102566.56602428,40.6,-87.3,"641","M",NA,23,8,2012,"TURBINE_CARCASS",15581,"Campbell",236,"yes",-57.33
"X1532","LACI",691831.6486726,102566.56602428,40.6,-87.3,"642","M",NA,23,8,2012,"TURBINE_CARCASS",15581,"Campbell",236,"yes",-46.85
"X1533","LACI",691831.6486726,102566.56602428,40.6,-87.3,"643",NA,NA,28,8,2012,"TURBINE_CARCASS",15581,"Campbell",241,"yes",-59.82
"X1534","LACI",691831.6486726,102566.56602428,40.6,-87.3,"644","M",NA,4,9,2012,"TURBINE_CARCASS",15581,"Campbell",248,"yes",-71.37
"X1535","LACI",691831.6486726,102566.56602428,40.6,-87.3,"646",NA,NA,1,10,2012,"TURBINE_CARCASS",15581,"Campbell",275,"yes",-66.59
"X1536","LACI",691831.6486726,102566.56602428,40.6,-87.3,"647","F",NA,10,7,2012,"TURBINE_CARCASS",15581,"Campbell",192,"yes",-57.82
"X1537","LACI",691831.6486726,102566.56602428,40.6,-87.3,"648",NA,NA,11,7,2012,"TURBINE_CARCASS",15581,"Campbell",193,"yes",-55.62
"X1538","LACI",1917370.0506031,428276.213771873,41.5,-71.3,"6483","M",NA,10,8,2017,"INCIDENTAL_OR_RABIES_TESTING",6479,"Campbell",222,"no",-60.35
"X1539","LANO",1896155.63289216,447086.969000015,41.7,-71.5,"6484","F",NA,7,1,2018,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",7,"no",-63.39
"X1540","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6485",NA,NA,5,8,2018,"TURBINE_CARCASS",333,"Campbell",217,"yes",-51.77
"X1541","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6485",NA,NA,5,8,2018,"TURBINE_CARCASS",0,"Campbell",217,"yes",-51.77
"X1542","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6486",NA,NA,5,8,2018,"TURBINE_CARCASS",333,"Campbell",217,"yes",-51.86
"X1543","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6486",NA,NA,5,8,2018,"TURBINE_CARCASS",0,"Campbell",217,"yes",-51.86
"X1544","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6487","M",NA,1,9,2018,"TURBINE_CARCASS",333,"Campbell",244,"yes",-34.18
"X1545","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6487","M",NA,1,9,2018,"TURBINE_CARCASS",0,"Campbell",244,"yes",-34.18
"X1546","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6488","F",NA,24,8,2017,"TURBINE_CARCASS",333,"Campbell",236,"yes",-54.11
"X1547","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6488","F",NA,24,8,2017,"TURBINE_CARCASS",0,"Campbell",236,"yes",-54.11
"X1548","LANO",1900689.66887259,460508.954254796,41.8,-71.4,"6489","M",NA,27,8,2018,"TURBINE_CARCASS",333,"Campbell",239,"yes",-39.81
"X1549","LANO",1900689.66887259,460508.954254796,41.8,-71.4,"6489","M",NA,27,8,2018,"TURBINE_CARCASS",0,"Campbell",239,"yes",-39.81
"X1550","LACI",691831.6486726,102566.56602428,40.6,-87.3,"649",NA,NA,15,7,2012,"TURBINE_CARCASS",15581,"Campbell",197,"yes",-111.76
"X1551","LANO",1911284.05629523,451103.310970552,41.7,-71.3,"6490","M",NA,10,3,2015,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",69,"no",-27.01
"X1552","LACI",1641055.03700403,772794.104753835,44.9,-73.7,"65",NA,NA,NA,NA,2010,"TURBINE_CARCASS",2316,"Campbell",NA,"yes",-71.69
"X1553","LACI",691831.6486726,102566.56602428,40.6,-87.3,"650",NA,NA,15,7,2012,"TURBINE_CARCASS",15581,"Campbell",197,"yes",-68.17
"X1554","LACI",691831.6486726,102566.56602428,40.6,-87.3,"651",NA,NA,18,7,2012,"TURBINE_CARCASS",15581,"Campbell",200,"yes",-58.87
"X1555","LACI",691831.6486726,102566.56602428,40.6,-87.3,"652",NA,NA,27,7,2012,"TURBINE_CARCASS",15581,"Campbell",209,"yes",-50.36
"X1556","LACI",691831.6486726,102566.56602428,40.6,-87.3,"653","F",NA,8,9,2012,"TURBINE_CARCASS",15581,"Campbell",252,"yes",-102.71
"X1557","LABO",157509.926071599,155106.349419734,41.3,-94,"6534","M","J",16,7,2018,"LIVE-CAUGHT",27543,"Campbell",197,"no",-53.79
"X1558","LANO",157509.926071599,155106.349419734,41.3,-94,"6535","M","J",14,7,2018,"LIVE-CAUGHT",27543,"Campbell",195,"no",-20.94
"X1559","LABO",157509.926071599,155106.349419734,41.3,-94,"6536","M","J",15,7,2018,"LIVE-CAUGHT",27543,"Campbell",196,"no",-43.59
"X1560","LABO",157509.926071599,155106.349419734,41.3,-94,"6537","F","A",15,7,2018,"LIVE-CAUGHT",27543,"Campbell",196,"no",-47.52
"X1561","LABO",157509.926071599,155106.349419734,41.3,-94,"6538","M","J",15,7,2018,"LIVE-CAUGHT",27543,"Campbell",196,"no",-35.36
"X1562","LABO",157509.926071599,155106.349419734,41.3,-94,"6539","F","J",15,7,2018,"LIVE-CAUGHT",27543,"Campbell",196,"no",-44.52
"X1563","LACI",691831.6486726,102566.56602428,40.6,-87.3,"654",NA,NA,1,8,2012,"TURBINE_CARCASS",15581,"Campbell",214,"yes",-56.53
"X1564","LABO",157509.926071599,155106.349419734,41.3,-94,"6540","F","A",16,7,2018,"LIVE-CAUGHT",27543,"Campbell",197,"no",-19.41
"X1565","LABO",157509.926071599,155106.349419734,41.3,-94,"6541","M","J",16,7,2018,"LIVE-CAUGHT",27543,"Campbell",197,"no",-25.56
"X1566","LABO",157509.926071599,155106.349419734,41.3,-94,"6542","F","J",12,7,2018,"LIVE-CAUGHT",27543,"Campbell",193,"no",-23.11
"X1567","LABO",157509.926071599,155106.349419734,41.3,-94,"6543","F","A",16,7,2018,"LIVE-CAUGHT",27543,"Campbell",197,"no",-22.7
"X1568","LACI",157509.926071599,155106.349419734,41.3,-94,"6544","M","J",17,7,2018,"LIVE-CAUGHT",27543,"Campbell",198,"no",-41.71
"X1569","LABO",157509.926071599,155106.349419734,41.3,-94,"6545","F","J",26,7,2018,"LIVE-CAUGHT",27543,"Campbell",207,"no",-42.65
"X1570","LABO",157509.926071599,155106.349419734,41.3,-94,"6546","F","J",28,7,2018,"LIVE-CAUGHT",27543,"Campbell",209,"no",-38.24
"X1571","LANO",157509.926071599,155106.349419734,41.3,-94,"6547","F","J",1,8,2018,"LIVE-CAUGHT",27543,"Campbell",213,"no",-16.28
"X1572","LANO",604771.050526267,379520.930093384,43,-88.1,"6548","F","A",8,5,2017,"INCIDENTAL_OR_RABIES_TESTING",NA,"Campbell",128,"no",-49.33
"X1573","LACI",524924.592789178,420698.459933172,43.4,-89.1,"6549","F","A",11,9,2015,"INCIDENTAL_OR_RABIES_TESTING",NA,"Campbell",254,"no",-62.13
"X1574","LACI",691831.6486726,102566.56602428,40.6,-87.3,"655",NA,NA,28,7,2012,"TURBINE_CARCASS",15581,"Campbell",210,"yes",-59.4
"X1575","LANO",478564.447959426,429314.454417288,43.5,-89.7,"6550",NA,"A",13,9,2017,"INCIDENTAL_OR_RABIES_TESTING",NA,"Campbell",256,"no",-62.82
"X1576","LABO",544533.81924279,362889.069496311,42.9,-88.9,"6551","F","A",5,9,2011,"TURBINE_CARCASS",NA,"Campbell",248,"yes",-48.7
"X1577","LACI",544533.81924279,362889.069496311,42.9,-88.9,"6552",NA,"A",5,9,2011,"TURBINE_CARCASS",NA,"Campbell",248,"yes",-85.52
"X1578","LANO",544533.81924279,362889.069496311,42.9,-88.9,"6553","M","A",5,9,2011,"TURBINE_CARCASS",NA,"Campbell",248,"yes",-53.49
"X1579","LABO",580863.253708344,484291.320324771,43.9,-88.3,"6554","M","A",21,9,2015,"TURBINE_CARCASS",NA,"Campbell",264,"yes",-56.83
"X1580","LABO",580863.253708344,484291.320324771,43.9,-88.3,"6555","M","A",22,9,2015,"TURBINE_CARCASS",NA,"Campbell",265,"yes",-45.47
"X1581","LABO",580863.253708344,484291.320324771,43.9,-88.3,"6556","M","A",10,9,2015,"TURBINE_CARCASS",NA,"Campbell",253,"yes",-36.36
"X1582","LABO",588390.01076178,484908.02341625,43.9,-88.2,"6557","M","A",21,7,2015,"TURBINE_CARCASS",NA,"Campbell",202,"yes",-19.35
"X1583","LABO",580863.253708344,484291.320324771,43.9,-88.3,"6558","M","A",1,9,2015,"TURBINE_CARCASS",NA,"Campbell",244,"yes",-22.39
"X1584","LABO",624079.356422556,333710.392614513,42.6,-87.9,"6559","M","A",7,5,2018,"INCIDENTAL_OR_RABIES_TESTING",7263,"Campbell",127,"no",-41.96
"X1585","LACI",691831.6486726,102566.56602428,40.6,-87.3,"656",NA,NA,2,8,2012,"TURBINE_CARCASS",15581,"Campbell",215,"yes",-57.3
"X1586","LANO",580863.253708344,484291.320324771,43.9,-88.3,"6560","F","A",23,9,2015,"TURBINE_CARCASS",NA,"Campbell",266,"yes",-78.22
"X1587","LANO",588390.01076178,484908.02341625,43.9,-88.2,"6561","M","A",17,9,2015,"TURBINE_CARCASS",NA,"Campbell",260,"yes",-71.5
"X1588","LANO",580863.253708344,484291.320324771,43.9,-88.3,"6562","M","A",21,9,2015,"TURBINE_CARCASS",NA,"Campbell",264,"yes",-54.03
"X1589","LANO",580863.253708344,484291.320324771,43.9,-88.3,"6563","F","A",24,9,2015,"TURBINE_CARCASS",NA,"Campbell",267,"yes",-61.68
"X1590","LANO",588390.01076178,484908.02341625,43.9,-88.2,"6564","M","A",10,9,2015,"TURBINE_CARCASS",NA,"Campbell",253,"yes",-82.34
"X1591","LACI",588390.01076178,484908.02341625,43.9,-88.2,"6565","F","A",3,8,2015,"TURBINE_CARCASS",NA,"Campbell",215,"yes",-60.18
"X1592","LACI",504606.269654532,383699.458827222,43.1,-89.4,"6566","F","A",18,6,2018,"INCIDENTAL_OR_RABIES_TESTING",16732,"Campbell",169,"no",-48.86
"X1593","LACI",580863.253708344,484291.320324771,43.9,-88.3,"6567","M","A",15,6,2015,"TURBINE_CARCASS",NA,"Campbell",166,"yes",-44.27
"X1594","LACI",691831.6486726,102566.56602428,40.6,-87.3,"657",NA,NA,29,8,2012,"TURBINE_CARCASS",15581,"Campbell",242,"yes",-58.68
"X1595","LACI",691831.6486726,102566.56602428,40.6,-87.3,"658",NA,NA,29,8,2012,"TURBINE_CARCASS",15581,"Campbell",242,"yes",-98.2
"X1596","LACI",691831.6486726,102566.56602428,40.6,-87.3,"659",NA,NA,8,9,2012,"TURBINE_CARCASS",15581,"Campbell",252,"yes",-65.71
"X1597","LACI",1641055.03700403,772794.104753835,44.9,-73.7,"66","M",NA,NA,NA,2010,"TURBINE_CARCASS",2316,"Campbell",NA,"yes",-55.26
"X1598","LACI",691831.6486726,102566.56602428,40.6,-87.3,"660",NA,NA,9,9,2012,"TURBINE_CARCASS",15581,"Campbell",253,"yes",-64.67
"X1599","LACI",691831.6486726,102566.56602428,40.6,-87.3,"661","F",NA,31,7,2013,"TURBINE_CARCASS",15581,"Campbell",212,"yes",-50.36
"X1600","LACI",691831.6486726,102566.56602428,40.6,-87.3,"662","F",NA,9,8,2013,"TURBINE_CARCASS",15581,"Campbell",221,"yes",-53.95
"X1601","LANO",1909782.81515664,426257.645959752,41.5,-71.4,"6625","M",NA,23,11,2018,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",327,"no",-43.03
"X1602","LANO",1887008.39201289,420249.979314804,41.5,-71.7,"6626","M",NA,23,11,2018,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",327,"no",-42.81
"X1603","LANO",1909782.81515664,426257.645959752,41.5,-71.4,"6627","M",NA,25,11,2018,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",329,"no",-36.98
"X1604","LANO",1897608.54622374,410822.521575656,41.4,-71.6,"6628","M",NA,14,12,2018,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",348,"no",-45.72
"X1605","LACI",691831.6486726,102566.56602428,40.6,-87.3,"663","F",NA,19,8,2013,"TURBINE_CARCASS",15581,"Campbell",231,"yes",-81.12
"X1606","LACI",691831.6486726,102566.56602428,40.6,-87.3,"664","F",NA,19,8,2013,"TURBINE_CARCASS",15581,"Campbell",231,"yes",-51.73
"X1607","LACI",691831.6486726,102566.56602428,40.6,-87.3,"665","M",NA,26,8,2013,"TURBINE_CARCASS",15581,"Campbell",238,"yes",-64.99
"X1608","LACI",691831.6486726,102566.56602428,40.6,-87.3,"666",NA,NA,28,8,2013,"TURBINE_CARCASS",15581,"Campbell",240,"yes",-67.44
"X1609","LACI",691831.6486726,102566.56602428,40.6,-87.3,"667","M",NA,30,8,2013,"TURBINE_CARCASS",15581,"Campbell",242,"yes",-58.48
"X1610","LACI",691831.6486726,102566.56602428,40.6,-87.3,"668","F",NA,2,9,2013,"TURBINE_CARCASS",15581,"Campbell",245,"yes",-56.34
"X1611","LACI",691831.6486726,102566.56602428,40.6,-87.3,"669",NA,NA,2,9,2013,"TURBINE_CARCASS",15581,"Campbell",245,"yes",-62.95
"X1612","LACI",1641055.03700403,772794.104753835,44.9,-73.7,"67","M",NA,NA,NA,2010,"TURBINE_CARCASS",2316,"Campbell",NA,"yes",-63.23
"X1613","LACI",691831.6486726,102566.56602428,40.6,-87.3,"670","M",NA,11,9,2013,"TURBINE_CARCASS",15581,"Campbell",254,"yes",-53.2
"X1614","LACI",691831.6486726,102566.56602428,40.6,-87.3,"671","F",NA,13,9,2013,"TURBINE_CARCASS",15581,"Campbell",256,"yes",-42.45
"X1615","LACI",691831.6486726,102566.56602428,40.6,-87.3,"672","F",NA,14,9,2013,"TURBINE_CARCASS",15581,"Campbell",257,"yes",-62.9
"X1616","LACI",691831.6486726,102566.56602428,40.6,-87.3,"673","F",NA,16,9,2013,"TURBINE_CARCASS",15581,"Campbell",259,"yes",-61.3
"X1617","LACI",691831.6486726,102566.56602428,40.6,-87.3,"674",NA,NA,20,9,2013,"TURBINE_CARCASS",15581,"Campbell",263,"yes",-75.26
"X1618","LACI",691831.6486726,102566.56602428,40.6,-87.3,"675",NA,NA,27,9,2013,"TURBINE_CARCASS",15581,"Campbell",270,"yes",-48.59
"X1619","LACI",691831.6486726,102566.56602428,40.6,-87.3,"676",NA,NA,30,9,2013,"TURBINE_CARCASS",15581,"Campbell",273,"yes",-115.32
"X1620","LACI",691831.6486726,102566.56602428,40.6,-87.3,"677","M",NA,9,10,2013,"TURBINE_CARCASS",15581,"Campbell",282,"yes",-64.61
"X1621","LACI",691831.6486726,102566.56602428,40.6,-87.3,"678",NA,NA,4,8,2014,"TURBINE_CARCASS",15581,"Campbell",216,"yes",-61.5
"X1622","LACI",691831.6486726,102566.56602428,40.6,-87.3,"679",NA,NA,4,8,2014,"TURBINE_CARCASS",15581,"Campbell",216,"yes",-76.34
"X1623","LANO",1641055.03700403,772794.104753835,44.9,-73.7,"68","F",NA,NA,NA,2010,"TURBINE_CARCASS",2316,"Campbell",NA,"yes",-91.29
"X1624","LACI",691831.6486726,102566.56602428,40.6,-87.3,"680",NA,NA,4,8,2014,"TURBINE_CARCASS",15581,"Campbell",216,"yes",-46.34
"X1625","LACI",691831.6486726,102566.56602428,40.6,-87.3,"681","M",NA,7,8,2014,"TURBINE_CARCASS",15581,"Campbell",219,"yes",-45.08
"X1626","LANO",1888588.25208016,445090.769095987,41.7,-71.6,"6817","M",NA,18,2,2019,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",49,"no",-52.32
"X1627","LANO",1882395.17160978,406835.120902222,41.4,-71.8,"6818","M",NA,14,12,2018,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",348,"no",-59.24
"X1628","LANO",1906751.95537313,437674.036898726,41.6,-71.4,"6819","M",NA,17,3,2019,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",76,"no",-50.66
"X1629","LANO",1885377.4309373,395407.585511518,41.3,-71.8,"6820","F",NA,6,2,2019,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",37,"no",-55.99
"X1630","LANO",1902193.45461239,424247.082789524,41.5,-71.5,"6821","F",NA,23,1,2019,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",23,"no",-49.28
"X1631","LANO",1894601.97741535,422244.526498431,41.5,-71.6,"6822","M",NA,22,1,2019,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",22,"no",-39.92
"X1632","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6823",NA,NA,21,9,2018,"INCIDENTAL_OR_RABIES_TESTING",333,"Campbell",264,"no",-57.17
"X1633","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6823",NA,NA,21,9,2018,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",264,"no",-57.17
"X1634","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6824","F",NA,14,8,2019,"INCIDENTAL_OR_RABIES_TESTING",333,"Campbell",226,"no",-63.63
"X1635","LACI",1900689.66887259,460508.954254796,41.8,-71.4,"6824","F",NA,14,8,2019,"INCIDENTAL_OR_RABIES_TESTING",0,"Campbell",226,"no",-63.63
"X1636","LACI",691831.6486726,102566.56602428,40.6,-87.3,"683","M",NA,7,8,2014,"TURBINE_CARCASS",15581,"Campbell",219,"yes",-77.89
"X1637","LACI",691831.6486726,102566.56602428,40.6,-87.3,"684",NA,NA,7,8,2014,"TURBINE_CARCASS",15581,"Campbell",219,"yes",-58.9
"X1638","LACI",691831.6486726,102566.56602428,40.6,-87.3,"685","M",NA,11,8,2014,"TURBINE_CARCASS",15581,"Campbell",223,"yes",-70.49
"X1639","LACI",691831.6486726,102566.56602428,40.6,-87.3,"686",NA,NA,11,8,2014,"TURBINE_CARCASS",15581,"Campbell",223,"yes",-77.55
"X1640","LACI",691831.6486726,102566.56602428,40.6,-87.3,"687","M",NA,11,8,2014,"TURBINE_CARCASS",15581,"Campbell",223,"yes",-73.3
"X1641","LACI",691831.6486726,102566.56602428,40.6,-87.3,"688","M",NA,12,8,2014,"TURBINE_CARCASS",15581,"Campbell",224,"yes",-89.07
"X1642","LACI",691831.6486726,102566.56602428,40.6,-87.3,"689","M",NA,22,8,2014,"TURBINE_CARCASS",15581,"Campbell",234,"yes",-114.58
"X1643","LACI",1641055.03700403,772794.104753835,44.9,-73.7,"69","M",NA,NA,NA,2010,"TURBINE_CARCASS",2316,"Campbell",NA,"yes",-54.99
"X1644","LACI",691831.6486726,102566.56602428,40.6,-87.3,"690",NA,NA,25,8,2014,"TURBINE_CARCASS",15581,"Campbell",237,"yes",-79.66
"X1645","LACI",-750973.9404776,381339.250718267,42.9,-105.8,"6902","M",NA,28,8,2019,"TURBINE_CARCASS",NA,"Campbell",240,"yes",-83.74
"X1646","LACI",-742130.581680228,392308.526670357,43,-105.7,"6903","F",NA,13,9,2019,"TURBINE_CARCASS",NA,"Campbell",256,"yes",-115.1
"X1647","LACI",-742130.581680228,392308.526670357,43,-105.7,"6904",NA,NA,19,8,2019,"TURBINE_CARCASS",NA,"Campbell",231,"yes",-85.45
"X1648","LACI",-750973.9404776,381339.250718267,42.9,-105.8,"6905","F","A",21,8,2019,"TURBINE_CARCASS",NA,"Campbell",233,"yes",-88.89
"X1649","LACI",-749754.278556342,393095.396404567,43,-105.8,"6906",NA,"A",9,8,2019,"TURBINE_CARCASS",NA,"Campbell",221,"yes",-64.03
"X1650","LACI",-750973.9404776,381339.250718267,42.9,-105.8,"6907",NA,"A",16,8,2019,"TURBINE_CARCASS",NA,"Campbell",228,"yes",-96.22
"X1651","LANO",-750973.9404776,381339.250718267,42.9,-105.8,"6908","F",NA,13,9,2019,"TURBINE_CARCASS",NA,"Campbell",256,"yes",-77.37
"X1652","LANO",-750973.9404776,381339.250718267,42.9,-105.8,"6909","F",NA,13,9,2019,"TURBINE_CARCASS",NA,"Campbell",256,"yes",-88.33
