"","source_ID","Species","Sex","Age","Lat","Lon","Day","Month","Year","d2H","sampling_method","uncertainty","Sourcefile"
"819","1440","LACI","M","A",38,-80.5,18,8,2015,-66.98,"TURBINE_CARCASS",70509,"Campbell"
"820","1441","LACI","M","A",38,-80.5,21,8,2015,-51.56,"TURBINE_CARCASS",70509,"Campbell"
"821","1442","LACI","M","A",38,-80.5,22,8,2015,-56.35,"TURBINE_CARCASS",70509,"Campbell"
"822","1443","LACI","M","A",38,-80.5,25,8,2015,-68.93,"TURBINE_CARCASS",70509,"Campbell"
"823","1444","LACI","M","A",38,-80.5,25,8,2015,-71.72,"TURBINE_CARCASS",70509,"Campbell"
"824","1445","LACI","M","A",38,-80.5,29,8,2015,-71.34,"TURBINE_CARCASS",70509,"Campbell"
"825","1446","LACI","M","A",38,-80.5,24,8,2015,-79.03,"TURBINE_CARCASS",70509,"Campbell"
"826","1447","LACI","F","A",38,-80.5,22,8,2015,-71.33,"TURBINE_CARCASS",70509,"Campbell"
"827","1448","LACI","M","A",38,-80.5,2,9,2015,-77.13,"TURBINE_CARCASS",70509,"Campbell"
"828","1449","LACI","M","A",38,-80.5,2,9,2015,-69.33,"TURBINE_CARCASS",70509,"Campbell"
"829","1450","LACI","M","A",38,-80.5,2,9,2015,-61.54,"TURBINE_CARCASS",70509,"Campbell"
"830","1451","LACI","U","U",38,-80.5,20,8,2015,-49.84,"TURBINE_CARCASS",70509,"Campbell"
"831","1452","LACI","U","U",38,-80.5,19,8,2015,-50.08,"TURBINE_CARCASS",70509,"Campbell"
"832","1453","LACI","M","A",38,-80.5,19,8,2015,-58.1,"TURBINE_CARCASS",70509,"Campbell"
"833","1454","LACI","M","A",38,-80.5,2,9,2015,-62.59,"TURBINE_CARCASS",70509,"Campbell"
"834","1455","LABO","M","A",38,-80.5,23,8,2015,-28.93,"TURBINE_CARCASS",70509,"Campbell"
"835","1456","LABO","M","U",38,-80.5,15,8,2015,-13.17,"TURBINE_CARCASS",70509,"Campbell"
"836","1457","LACI","U","U",38,-80.5,20,8,2015,-50,"TURBINE_CARCASS",70509,"Campbell"
"837","1459","LABO","M","A",38,-80.5,3,9,2015,-24.65,"TURBINE_CARCASS",70509,"Campbell"
"838","1460","LABO","F","A",38,-80.5,22,8,2015,-32.34,"TURBINE_CARCASS",70509,"Campbell"
"839","1461","LABO","M","A",38,-80.5,22,8,2015,-22.23,"TURBINE_CARCASS",70509,"Campbell"
"840","1462","LABO","M","A",38,-80.5,22,8,2015,-27.16,"TURBINE_CARCASS",70509,"Campbell"
"841","1463","LABO","M","A",38,-80.5,7,9,2015,-64.7,"TURBINE_CARCASS",70509,"Campbell"
"842","1464","LACI","M","A",38,-80.5,12,9,2015,-82.82,"TURBINE_CARCASS",70509,"Campbell"
"843","1465","LABO","M","A",38,-80.5,2,9,2015,-23.26,"TURBINE_CARCASS",70509,"Campbell"
"844","1466","LABO","M","A",38,-80.5,2,9,2015,-36.26,"TURBINE_CARCASS",70509,"Campbell"
"845","1467","LANO","M","A",38,-80.5,4,9,2015,-54.76,"TURBINE_CARCASS",70509,"Campbell"
"846","1468","LACI","M","A",38,-80.5,9,9,2015,-75.12,"TURBINE_CARCASS",70509,"Campbell"
"847","1469","LACI","M","A",38,-80.5,10,9,2015,-44.33,"TURBINE_CARCASS",70509,"Campbell"
"848","1470","LACI","M","A",38,-80.5,3,9,2015,-55.22,"TURBINE_CARCASS",70509,"Campbell"
"849","1471","LACI","U","A",38,-80.5,3,9,2015,-80.69,"TURBINE_CARCASS",70509,"Campbell"
"850","1472","LABO","F","A",38,-80.5,2,9,2015,-52.63,"TURBINE_CARCASS",70509,"Campbell"
"851","1473","LABO","M","A",38,-80.5,7,9,2015,-31.26,"TURBINE_CARCASS",70509,"Campbell"
"852","1474","LABO","M","A",38,-80.5,10,9,2015,-9.26,"TURBINE_CARCASS",70509,"Campbell"
"853","1475","LABO","M","A",38,-80.5,10,9,2015,-4.62,"TURBINE_CARCASS",70509,"Campbell"
"854","1476","LABO","M","A",38,-80.5,13,9,2015,-5.9,"TURBINE_CARCASS",70509,"Campbell"
"855","1477","LABO","U","U",38,-80.5,11,9,2015,-26.1,"TURBINE_CARCASS",70509,"Campbell"
"856","1478","LABO","M","A",38,-80.5,7,10,2015,-32.16,"TURBINE_CARCASS",70509,"Campbell"
"857","1479","LABO","M","A",38,-80.5,7,10,2015,-24.95,"TURBINE_CARCASS",70509,"Campbell"
"858","1482","LABO","M","A",38,-80.5,17,10,2015,-2.13,"TURBINE_CARCASS",70509,"Campbell"
"859","1483","LABO","U","A",38,-80.5,10,10,2015,-19.04,"TURBINE_CARCASS",70509,"Campbell"
"860","1484","LABO","M","A",38,-80.5,6,10,2015,-12.6,"TURBINE_CARCASS",70509,"Campbell"
"861","1485","LABO","M","A",38,-80.5,29,10,2015,-32.98,"TURBINE_CARCASS",70509,"Campbell"
"862","1486","LABO","U","U",38,-80.5,25,8,2015,-44.77,"TURBINE_CARCASS",70509,"Campbell"
"863","1487","LABO","M","A",38,-80.5,8,10,2015,-27.74,"TURBINE_CARCASS",70509,"Campbell"
"864","1488","LANO","U","U",38,-80.5,23,9,2015,-59.59,"TURBINE_CARCASS",70509,"Campbell"
"865","1489","LACI","M","A",38,-80.5,10,10,2015,-57.32,"TURBINE_CARCASS",70509,"Campbell"
"866","1490","LABO","U","U",38,-80.5,25,8,2015,-14.48,"TURBINE_CARCASS",70509,"Campbell"
"867","1491","LABO","M","A",38,-80.5,13,8,2015,-27.03,"TURBINE_CARCASS",70509,"Campbell"
"868","1492","LABO","F","A",38,-80.5,26,10,2015,-15.6,"TURBINE_CARCASS",70509,"Campbell"
"869","1494","LANO","M","A",38,-80.5,15,9,2015,-36.04,"TURBINE_CARCASS",70509,"Campbell"
"870","1495","LANO","M","A",38,-80.5,13,10,2015,-49.92,"TURBINE_CARCASS",70509,"Campbell"
"871","1496","LANO","M","A",38,-80.5,6,10,2015,-71.54,"TURBINE_CARCASS",70509,"Campbell"
"872","1497","LANO","M","A",38,-80.5,13,9,2015,-64.08,"TURBINE_CARCASS",70509,"Campbell"
"873","1498","LANO","F","A",38,-80.5,7,10,2015,-71.16,"TURBINE_CARCASS",70509,"Campbell"
"874","1499","LANO","M","A",38,-80.5,6,10,2015,-47.43,"TURBINE_CARCASS",70509,"Campbell"
"875","1500","LANO","M","A",38,-80.5,7,10,2015,-70.1,"TURBINE_CARCASS",70509,"Campbell"
"876","1501","LANO","M","A",38,-80.5,16,9,2015,-48.28,"TURBINE_CARCASS",70509,"Campbell"
"877","1502","LANO","M","A",38,-80.5,6,9,2015,-48.34,"TURBINE_CARCASS",70509,"Campbell"
"878","1503","LANO","M","A",38,-80.5,6,9,2015,-58.33,"TURBINE_CARCASS",70509,"Campbell"
"879","1504","LANO","M","A",38,-80.5,15,9,2015,-45.03,"TURBINE_CARCASS",70509,"Campbell"
"880","1505","LANO","M","A",38,-80.5,16,9,2015,-40.34,"TURBINE_CARCASS",70509,"Campbell"
"881","1506","LABO","M","A",38,-80.5,21,9,2015,-17.18,"TURBINE_CARCASS",70509,"Campbell"
"882","1507","LABO","M","A",38,-80.5,14,9,2015,-3.25,"TURBINE_CARCASS",70509,"Campbell"
"883","1508","LABO","M","A",38,-80.5,24,9,2015,11.87,"TURBINE_CARCASS",70509,"Campbell"
"884","1161","LABO",NA,NA,40.2,-87.8,19,7,2015,-33.76,"TURBINE_CARCASS",NA,"Campbell"
"885","1162","LABO",NA,NA,40.2,-87.8,21,7,2015,-34.55,"TURBINE_CARCASS",NA,"Campbell"
"886","1163","LABO","F",NA,40.2,-87.8,19,7,2015,-6.04,"TURBINE_CARCASS",NA,"Campbell"
"887","1164","LABO","F",NA,40.2,-87.8,16,7,2015,-38.18,"TURBINE_CARCASS",NA,"Campbell"
"888","1165","LABO","F",NA,40.2,-87.8,31,7,2015,-17.35,"TURBINE_CARCASS",NA,"Campbell"
"889","1166","LABO","M",NA,40.2,-87.8,31,7,2015,-33.28,"TURBINE_CARCASS",NA,"Campbell"
"890","1167","LABO",NA,NA,40.2,-87.8,7,8,2015,-20.45,"TURBINE_CARCASS",NA,"Campbell"
"891","1168","LABO","M",NA,40.2,-87.8,8,8,2015,-16.67,"TURBINE_CARCASS",NA,"Campbell"
"892","1169","LABO","M",NA,40.2,-87.8,9,8,2015,-22.16,"TURBINE_CARCASS",NA,"Campbell"
"893","1170","LABO","F",NA,40.2,-87.8,14,8,2015,-23.73,"TURBINE_CARCASS",NA,"Campbell"
"894","1171","LABO","M",NA,40.2,-87.8,11,8,2015,-23.81,"TURBINE_CARCASS",NA,"Campbell"
"895","1172","LABO","F",NA,40.2,-87.8,15,8,2015,-43.55,"TURBINE_CARCASS",NA,"Campbell"
"896","1173","LABO","M",NA,40.2,-87.8,11,8,2015,-50.62,"TURBINE_CARCASS",NA,"Campbell"
"897","1174","LABO","F",NA,40.2,-87.8,9,8,2015,-61.06,"TURBINE_CARCASS",NA,"Campbell"
"898","1175","LABO","M",NA,40.2,-87.8,11,8,2015,-54.67,"TURBINE_CARCASS",NA,"Campbell"
"899","1176","LABO","F",NA,40.2,-87.8,14,8,2015,-46.07,"TURBINE_CARCASS",NA,"Campbell"
"900","1177","LABO","M",NA,40.2,-87.8,14,8,2015,-41.84,"TURBINE_CARCASS",NA,"Campbell"
"901","1178","LABO","M",NA,40.2,-87.8,14,8,2015,-33.2,"TURBINE_CARCASS",NA,"Campbell"
"902","1179","LABO","M",NA,40.2,-87.8,16,8,2015,-42.4,"TURBINE_CARCASS",NA,"Campbell"
"903","1180","LABO","M",NA,40.2,-87.8,16,8,2015,-45.24,"TURBINE_CARCASS",NA,"Campbell"
"904","1181","LABO","M",NA,40.2,-87.8,16,8,2015,-45.16,"TURBINE_CARCASS",NA,"Campbell"
"905","1182","LABO","F",NA,40.2,-87.8,16,8,2015,-26.27,"TURBINE_CARCASS",NA,"Campbell"
"906","1183","LABO","F",NA,40.2,-87.8,16,8,2015,-43.59,"TURBINE_CARCASS",NA,"Campbell"
"907","1184","LABO","M",NA,40.2,-87.8,16,8,2015,-36.16,"TURBINE_CARCASS",NA,"Campbell"
"908","1185","LABO","U",NA,40.2,-87.8,16,8,2015,-55.76,"TURBINE_CARCASS",NA,"Campbell"
"909","1187","LABO","M",NA,40.2,-87.8,16,8,2015,-39.18,"TURBINE_CARCASS",NA,"Campbell"
"910","1188","LABO","F",NA,40.2,-87.8,16,8,2015,-42.07,"TURBINE_CARCASS",NA,"Campbell"
"911","1189","LABO","F",NA,40.2,-87.8,14,8,2015,-45.44,"TURBINE_CARCASS",NA,"Campbell"
"912","1190","LABO","F",NA,40.2,-87.8,14,8,2015,-54.71,"TURBINE_CARCASS",NA,"Campbell"
"913","1191","LABO","F",NA,40.2,-87.8,16,8,2015,-37.2,"TURBINE_CARCASS",NA,"Campbell"
"914","1192","LABO","F",NA,40.2,-87.8,13,8,2015,-43.54,"TURBINE_CARCASS",NA,"Campbell"
"915","1193","LABO","F",NA,40.2,-87.8,15,8,2015,-37.3,"TURBINE_CARCASS",NA,"Campbell"
"916","1194","LABO","U",NA,40.2,-87.8,12,8,2015,-19.39,"TURBINE_CARCASS",NA,"Campbell"
"917","1195","LABO","U",NA,40.2,-87.8,15,8,2015,-34.64,"TURBINE_CARCASS",NA,"Campbell"
"918","1196","LABO","M",NA,40.2,-87.8,11,8,2015,-28.8,"TURBINE_CARCASS",NA,"Campbell"
"919","1197","LABO","M",NA,40.2,-87.8,13,8,2015,-6.34,"TURBINE_CARCASS",NA,"Campbell"
"920","1198","LABO","M",NA,40.2,-87.8,17,8,2015,-25.88,"TURBINE_CARCASS",NA,"Campbell"
"921","1199","LABO","U",NA,40.2,-87.8,15,8,2015,-26.77,"TURBINE_CARCASS",NA,"Campbell"
"922","1200","LABO","F",NA,40.2,-87.8,15,8,2015,-54.92,"TURBINE_CARCASS",NA,"Campbell"
"923","1201","LABO","M","J",40.2,-87.8,16,8,2015,-53.49,"TURBINE_CARCASS",NA,"Campbell"
"924","1202","LABO","F",NA,40.2,-87.8,16,8,2015,-45.94,"TURBINE_CARCASS",NA,"Campbell"
"925","1203","LABO","F",NA,40.2,-87.8,9,8,2015,-40.14,"TURBINE_CARCASS",NA,"Campbell"
"926","1204","LABO","F",NA,40.2,-87.8,9,8,2015,-30.38,"TURBINE_CARCASS",NA,"Campbell"
"927","1205","LABO","M",NA,40.2,-87.8,15,8,2015,-29.5,"TURBINE_CARCASS",NA,"Campbell"
"928","1206","LABO","F",NA,40.2,-87.8,10,8,2015,-35.57,"TURBINE_CARCASS",NA,"Campbell"
"929","1207","LABO","F",NA,40.2,-87.8,14,8,2015,-50.54,"TURBINE_CARCASS",NA,"Campbell"
"930","1208","LABO","M",NA,40.2,-87.8,10,8,2015,-63.26,"TURBINE_CARCASS",NA,"Campbell"
"931","1209","LABO","F",NA,40.2,-87.8,9,8,2015,-28.37,"TURBINE_CARCASS",NA,"Campbell"
"932","1210","LABO","F",NA,40.2,-87.8,15,8,2016,-31.26,"TURBINE_CARCASS",NA,"Campbell"
"933","1211","LABO","M",NA,40.2,-87.8,6,8,2011,-39.87,"TURBINE_CARCASS",NA,"Campbell"
"934","1212","LACI",NA,NA,40.2,-87.8,17,7,2015,-67.08,"TURBINE_CARCASS",NA,"Campbell"
"935","1213","LACI","F",NA,40.2,-87.8,18,7,2015,-57.98,"TURBINE_CARCASS",NA,"Campbell"
"936","1214","LACI","M",NA,40.2,-87.8,28,7,2015,-61.81,"TURBINE_CARCASS",NA,"Campbell"
"937","1215","LACI","F",NA,40.2,-87.8,18,7,2015,-68.18,"TURBINE_CARCASS",NA,"Campbell"
"938","1216","LACI",NA,NA,40.2,-87.8,21,7,2015,-61.34,"TURBINE_CARCASS",NA,"Campbell"
"939","1217","LACI","F",NA,40.2,-87.8,19,7,2015,-69.78,"TURBINE_CARCASS",NA,"Campbell"
"940","1218","LACI","U",NA,40.2,-87.8,19,7,2015,-61.5,"TURBINE_CARCASS",NA,"Campbell"
"941","1219","LACI","F",NA,40.2,-87.8,19,7,2015,-58.68,"TURBINE_CARCASS",NA,"Campbell"
"942","1220","LACI",NA,NA,40.2,-87.8,8,8,2015,-73.05,"TURBINE_CARCASS",NA,"Campbell"
"943","1221","LACI","F",NA,40.2,-87.8,9,8,2015,-77.48,"TURBINE_CARCASS",NA,"Campbell"
"944","1222","LACI","M",NA,40.2,-87.8,8,8,2015,-74.76,"TURBINE_CARCASS",NA,"Campbell"
"945","1223","LACI","F",NA,40.2,-87.8,8,8,2015,-74.24,"TURBINE_CARCASS",NA,"Campbell"
"946","1224","LACI","F",NA,40.2,-87.8,5,8,2015,-81.8,"TURBINE_CARCASS",NA,"Campbell"
"947","1225","LACI","F",NA,40.2,-87.8,5,8,2015,-73,"TURBINE_CARCASS",NA,"Campbell"
"948","1226","LACI","F",NA,40.2,-87.8,10,8,2015,-56.2,"TURBINE_CARCASS",NA,"Campbell"
"949","1227","LACI","M",NA,40.2,-87.8,6,8,2015,-52.34,"TURBINE_CARCASS",NA,"Campbell"
"950","1228","LACI","F",NA,40.2,-87.8,8,8,2015,-59.53,"TURBINE_CARCASS",NA,"Campbell"
"951","1229","LACI","M",NA,40.2,-87.8,14,8,2015,-64.65,"TURBINE_CARCASS",NA,"Campbell"
"952","1230","LACI","F",NA,40.2,-87.8,14,8,2015,-81.4,"TURBINE_CARCASS",NA,"Campbell"
"953","1231","LACI","F",NA,40.2,-87.8,5,8,2015,-67.08,"TURBINE_CARCASS",NA,"Campbell"
"954","1232","LACI","F",NA,40.2,-87.8,5,8,2015,-75.33,"TURBINE_CARCASS",NA,"Campbell"
"955","1233","LACI","F",NA,40.2,-87.8,7,7,2015,-70.29,"TURBINE_CARCASS",NA,"Campbell"
"956","1234","LACI","F",NA,40.2,-87.8,16,8,2015,-59.63,"TURBINE_CARCASS",NA,"Campbell"
"957","1235","LACI","F",NA,40.2,-87.8,9,8,2015,-54.48,"TURBINE_CARCASS",NA,"Campbell"
"958","1236","LACI","F",NA,40.2,-87.8,3,8,2015,-70.79,"TURBINE_CARCASS",NA,"Campbell"
"959","1237","LACI","M",NA,40.2,-87.8,12,8,2015,-89.9,"TURBINE_CARCASS",NA,"Campbell"
"960","1238","LACI","M",NA,40.2,-87.8,2,8,2015,-91.29,"TURBINE_CARCASS",NA,"Campbell"
"961","1239","LACI","M",NA,40.2,-87.8,5,8,2015,-79.51,"TURBINE_CARCASS",NA,"Campbell"
"962","1240","LACI","M",NA,40.2,-87.8,4,8,2015,-68.02,"TURBINE_CARCASS",NA,"Campbell"
"963","1241","LACI","U",NA,40.2,-87.8,7,8,2015,-80.63,"TURBINE_CARCASS",NA,"Campbell"
"964","1242","LACI","F",NA,40.2,-87.8,6,8,2015,-65.63,"TURBINE_CARCASS",NA,"Campbell"
"965","1243","LACI","F",NA,40.2,-87.8,8,8,2015,-74.28,"TURBINE_CARCASS",NA,"Campbell"
"966","1244","LACI","F",NA,40.2,-87.8,18,8,2015,-75.45,"TURBINE_CARCASS",NA,"Campbell"
"967","1245","LACI","F",NA,40.2,-87.8,9,8,2015,-68.49,"TURBINE_CARCASS",NA,"Campbell"
"968","1246","LACI","U",NA,40.2,-87.8,14,8,2015,-78.31,"TURBINE_CARCASS",NA,"Campbell"
"969","1247","LACI","F",NA,40.2,-87.8,11,8,2015,-71.2,"TURBINE_CARCASS",NA,"Campbell"
"970","1248","LACI","F",NA,40.2,-87.8,8,8,2015,-65.82,"TURBINE_CARCASS",NA,"Campbell"
"971","1249","LACI","F",NA,40.2,-87.8,16,8,2015,-89.98,"TURBINE_CARCASS",NA,"Campbell"
"972","1250","LACI","F",NA,40.2,-87.8,5,8,2015,-70.58,"TURBINE_CARCASS",NA,"Campbell"
"973","1252","LACI","M",NA,40.2,-87.8,11,8,2015,-77.62,"TURBINE_CARCASS",NA,"Campbell"
"974","1253","LACI","F",NA,40.2,-87.8,16,8,2015,-69.81,"TURBINE_CARCASS",NA,"Campbell"
"975","1254","LACI","U",NA,40.2,-87.8,14,8,2015,-68.9,"TURBINE_CARCASS",NA,"Campbell"
"976","1255","LACI","F",NA,40.2,-87.8,14,8,2015,-71.57,"TURBINE_CARCASS",NA,"Campbell"
"977","1256","LACI","F",NA,40.2,-87.8,16,8,2015,-67.8,"TURBINE_CARCASS",NA,"Campbell"
"978","1186","LABO","M",NA,40.2,-87.8,15,8,2015,-89.19,"TURBINE_CARCASS",NA,"Campbell"
"979","1258","LACI","F",NA,40.2,-87.8,8,8,2015,-88.31,"TURBINE_CARCASS",NA,"Campbell"
"980","1259","LACI","U",NA,40.2,-87.8,6,8,2015,-66.99,"TURBINE_CARCASS",NA,"Campbell"
"981","1260","LACI","M",NA,40.2,-87.8,11,8,2015,-86.39,"TURBINE_CARCASS",NA,"Campbell"
"982","1261","LACI","U",NA,40.2,-87.8,11,8,2015,-78.68,"TURBINE_CARCASS",NA,"Campbell"
"983","1262","LACI","M",NA,40.2,-87.8,14,9,2015,-65.49,"TURBINE_CARCASS",NA,"Campbell"
"984","1564","LACI","F","A",40.7,-123.9,23,9,2015,-66.34,"MIST_NET",86356,"Campbell"
"985","1581","LACI","M","A",40.7,-123.9,28,9,2015,-42.55,"MIST_NET",86356,"Campbell"
"986","1665","LANO",NA,"A",40.7,-123.9,12,11,2015,-45.84,"MIST_NET",86356,"Campbell"
"987","1606","LANO",NA,"A",40.7,-123.9,12,3,2015,-67.58,"MIST_NET",86356,"Campbell"
"988","1585","LACI","M","A",40.7,-123.9,28,9,2015,-62.61,"MIST_NET",86356,"Campbell"
"989","1620","LANO",NA,"A",40.7,-123.9,26,3,2015,-47.23,"MIST_NET",86356,"Campbell"
"990","1617","LANO",NA,"A",40.7,-123.9,26,3,2015,-73.42,"MIST_NET",86356,"Campbell"
"991","1658","LANO",NA,"A",40.7,-123.9,26,10,2015,-51.75,"MIST_NET",86356,"Campbell"
"992","1604","LANO",NA,"A",40.7,-123.9,12,3,2015,-80.44,"MIST_NET",86356,"Campbell"
"993","1560","LACI","F","A",40.7,-123.9,19,9,2015,-47.25,"MIST_NET",86356,"Campbell"
"994","1656","LANO",NA,"A",40.7,-123.9,26,10,2015,-57.99,"MIST_NET",86356,"Campbell"
"995","1570","LACI","M","A",40.7,-123.9,23,9,2015,-70.92,"MIST_NET",86356,"Campbell"
"996","1615","LANO",NA,"A",40.7,-123.9,26,3,2015,-95.46,"MIST_NET",86356,"Campbell"
"997","1602","LACI","M","A",40.7,-123.9,2,10,2015,-81.45,"MIST_NET",86356,"Campbell"
"998","1651","LANO",NA,"A",40.7,-123.9,13,7,2015,-50.68,"MIST_NET",86356,"Campbell"
"999","1605","LANO",NA,"A",40.7,-123.9,12,3,2015,-64.38,"MIST_NET",86356,"Campbell"
"1000","1622","LANO",NA,"A",40.7,-123.9,26,3,2015,-64.61,"MIST_NET",86356,"Campbell"
"1001","1558","LACI","M","A",40.7,-123.9,18,9,2015,-44.56,"MIST_NET",86356,"Campbell"
"1002","1563","LACI","M","A",40.7,-123.9,19,9,2015,-43.18,"MIST_NET",86356,"Campbell"
"1003","1545","LACI","M","A",40.7,-123.9,11,9,2015,-63.28,"MIST_NET",86356,"Campbell"
"1004","1659","LANO",NA,"A",40.7,-123.9,29,10,2015,-83.8,"MIST_NET",86356,"Campbell"
"1005","1660","LANO",NA,"A",40.7,-123.9,29,10,2015,-69.84,"MIST_NET",86356,"Campbell"
"1006","1546","LACI","F","A",40.7,-123.9,11,9,2015,-26.24,"MIST_NET",86356,"Campbell"
"1007","1612","LANO",NA,"A",40.7,-123.9,19,3,2015,-57,"MIST_NET",86356,"Campbell"
"1008","1565","LACI","F","A",40.7,-123.9,23,9,2015,-39.31,"MIST_NET",86356,"Campbell"
"1009","1663","LANO",NA,"A",40.7,-123.9,30,10,2015,-22.28,"MIST_NET",86356,"Campbell"
"1010","1603","LANO",NA,"A",40.7,-123.9,12,3,2015,-70.99,"MIST_NET",86356,"Campbell"
"1011","1573","LACI","M","A",40.7,-123.9,25,9,2015,-69.34,"MIST_NET",86356,"Campbell"
"1012","1621","LANO",NA,"A",40.7,-123.9,26,3,2015,-71.71,"MIST_NET",86356,"Campbell"
"1013","1572","LACI","M","A",40.7,-123.9,25,9,2015,-52.01,"MIST_NET",86356,"Campbell"
"1014","1625","LANO",NA,"A",40.7,-123.9,28,5,2015,-61.12,"MIST_NET",86356,"Campbell"
"1015","1579","LACI","M","A",40.7,-123.9,28,9,2015,-48.73,"MIST_NET",86356,"Campbell"
"1016","1657","LANO",NA,"A",40.7,-123.9,26,10,2015,-70.36,"MIST_NET",86356,"Campbell"
"1017","1575","LACI","M","A",40.7,-123.9,28,9,2015,-50.95,"MIST_NET",86356,"Campbell"
"1018","1619","LANO",NA,"A",40.7,-123.9,26,3,2015,-64.61,"MIST_NET",86356,"Campbell"
"1019","1562","LACI","M","A",40.7,-123.9,19,9,2015,-31.28,"MIST_NET",86356,"Campbell"
"1020","1666","LANO",NA,"A",40.7,-123.9,12,11,2015,-61.89,"MIST_NET",86356,"Campbell"
"1021","1571","LACI","M","A",40.7,-123.9,25,9,2015,-40.67,"MIST_NET",86356,"Campbell"
"1022","1582","LACI","F","A",40.7,-123.9,28,9,2015,-52.96,"MIST_NET",86356,"Campbell"
"1023","1662","LANO",NA,"A",40.7,-123.9,29,10,2015,-97.4,"MIST_NET",86356,"Campbell"
"1024","1608","LANO",NA,"A",40.7,-123.9,12,3,2015,-64.74,"MIST_NET",86356,"Campbell"
"1025","1578","LACI","F","A",40.7,-123.9,28,9,2015,-69.18,"MIST_NET",86356,"Campbell"
"1026","1667","LANO",NA,"A",40.7,-123.9,12,11,2015,-30.66,"MIST_NET",86356,"Campbell"
"1027","1589","LACI","M","A",40.7,-123.9,2,10,2015,-36.81,"MIST_NET",86356,"Campbell"
"1028","1664","LANO",NA,"A",40.7,-123.9,30,10,2015,-53.28,"MIST_NET",86356,"Campbell"
"1029","1574","LACI","M","A",40.7,-123.9,28,9,2015,-100.29,"MIST_NET",86356,"Campbell"
"1030","1626","LANO",NA,"A",40.7,-123.9,28,5,2015,-84.99,"MIST_NET",86356,"Campbell"
"1031","1549","LACI","M","A",40.7,-123.9,11,9,2015,-40.82,"MIST_NET",86356,"Campbell"
"1032","1587","LACI","M","A",40.7,-123.9,2,10,2015,-40.23,"MIST_NET",86356,"Campbell"
"1033","1552","LACI","M","A",40.7,-123.9,11,9,2015,-40.92,"MIST_NET",86356,"Campbell"
"1034","1652","LANO",NA,"A",40.7,-123.9,16,10,2015,-58.53,"MIST_NET",86356,"Campbell"
"1035","1623","LANO",NA,"A",40.7,-123.9,28,5,2015,-57.01,"MIST_NET",86356,"Campbell"
"1036","1668","LANO",NA,"A",40.7,-123.9,12,11,2015,-57.8,"MIST_NET",86356,"Campbell"
"1037","1561","LACI","M","A",40.7,-123.9,19,9,2015,-41.53,"MIST_NET",86356,"Campbell"
"1038","1607","LANO",NA,"A",40.7,-123.9,12,3,2015,-49.9,"MIST_NET",86356,"Campbell"
"1039","1624","LANO",NA,"A",40.7,-123.9,28,5,2015,-38.06,"MIST_NET",86356,"Campbell"
"1040","1661","LANO",NA,"A",40.7,-123.9,29,10,2015,-20.14,"MIST_NET",86356,"Campbell"
"1041","1567","LACI","M","A",40.7,-123.9,23,9,2015,-43.36,"MIST_NET",86356,"Campbell"
"1042","1554","LACI","F","A",40.7,-123.9,13,9,2015,-33.72,"MIST_NET",86356,"Campbell"
"1043","1618","LANO",NA,"A",40.7,-123.9,26,3,2015,-59.08,"MIST_NET",86356,"Campbell"
"1044","1614","LANO",NA,"A",40.7,-123.9,26,3,2015,-51.1,"MIST_NET",86356,"Campbell"
"1045","1566","LACI","F","A",40.7,-123.9,23,9,2015,-32.34,"MIST_NET",86356,"Campbell"
"1046","1654","LANO",NA,"A",40.7,-123.9,23,10,2015,-46.2,"MIST_NET",86356,"Campbell"
"1047","1616","LANO",NA,"A",40.7,-123.9,26,3,2015,-62.69,"MIST_NET",86356,"Campbell"
"1048","1613","LANO",NA,"A",40.7,-123.9,26,3,2015,-72.87,"MIST_NET",86356,"Campbell"
"1049","1653","LANO",NA,"A",40.7,-123.9,20,10,2015,-68.45,"MIST_NET",86356,"Campbell"
"1050","1655","LANO",NA,"A",40.7,-123.9,23,10,2015,-43.09,"MIST_NET",86356,"Campbell"
"1051","1580","LACI","M","A",40.7,-123.9,28,9,2015,-87.73,"MIST_NET",86356,"Campbell"
"1052","1588","LACI","M","A",40.7,-123.9,2,10,2015,-74.47,"MIST_NET",86356,"Campbell"
"1053","1556","LACI","M","A",40.7,-123.9,18,9,2015,-88.75,"MIST_NET",86356,"Campbell"
"1054","1645","LANO",NA,"A",40.7,-123.9,25,6,2015,-77.1,"MIST_NET",86356,"Campbell"
"1055","1636","LANO",NA,"A",40.7,-123.9,12,6,2015,-46.27,"MIST_NET",86356,"Campbell"
"1056","1646","LANO",NA,"A",40.7,-123.9,25,6,2015,-52.42,"MIST_NET",86356,"Campbell"
"1057","1551","LACI","M","A",40.7,-123.9,11,9,2015,-71.69,"MIST_NET",86356,"Campbell"
"1058","1643","LANO",NA,"A",40.7,-123.9,25,6,2015,-68.96,"MIST_NET",86356,"Campbell"
"1059","1597","LACI","M","A",40.7,-123.9,2,10,2015,-78.23,"MIST_NET",86356,"Campbell"
"1060","1631","LANO",NA,"A",40.7,-123.9,12,6,2015,-79.23,"MIST_NET",86356,"Campbell"
"1061","1627","LANO",NA,"A",40.7,-123.9,11,6,2015,-36.07,"MIST_NET",86356,"Campbell"
"1062","1634","LANO",NA,"A",40.7,-123.9,12,6,2015,-67.58,"MIST_NET",86356,"Campbell"
"1063","1592","LACI","M","A",40.7,-123.9,2,10,2015,-46.44,"MIST_NET",86356,"Campbell"
