AL CODE,Working_ID_Code,Spp,Sex,Age,RC,BatNotes,Collected_Date,Day,Month,Year,Migratory Status,Sampling Method,Source_sampling Agency,Source_name,Source_St,Authorship Considerations?,Verbatim Coords (N),Verbatim Coords (W),Coords_N,Coords_W,Source_County,Source_Region,Source Site,ADDRESS,Other_notes,Even more notes,Data source,Arrival Data / At AL?,Adequate Bat Info?,Adequate Date Info?,Adequate Location info,Hair? (Expected),Tissue? (Expected),In Cortney's Thesis?,In Cortney's Data Sheets?,Hair Sample Location,dD.Values,OurLabID,
2196,293375,LABO,M ,,,,8/8/44,8,8,1944,Summering,Turbine,,Cortney Pylant,VA,,-80.414,37.23,37.23,-80.41,Montgomery County,,Blacksburg,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-35.63,Other,
2197,266473,LABO,M ,,,,8/9/39,9,8,1939,Migrating,Turbine,,Cortney Pylant,ND,,-100.728,48.582,48.58,-100.73,Mchenry County,,Upham,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-34.79,Other,
2198,363843,LABO,M ,,,,8/9/61,9,8,1961,Migrating,Turbine,,Cortney Pylant,Indiana,,-86.924,41.181,41.18,-86.92,Starke County,,"San Pierre, 2 Mi SW",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-32.09,Other,
2199,180156,LABO,M ,,,,8/9/12,9,8,1912,Migrating,Turbine,,Cortney Pylant,MS,,-90.24,31.373,31.37,-90.24,,,Verna,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-30.53,Other,
2200,208140,LABO,F,,,,8/9/15,9,8,1915,Migrating,Turbine,,Cortney Pylant,FL,,-87.4,30.6,30.60,-87.40,,,Muscogee,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-4.12,Other,
2201,551794,LABO,M ,,,,8/10/80,10,8,1980,Migrating,Turbine,,Cortney Pylant,Michigan,,-86.072,46.278,46.28,-86.07,Schoolcraft County,,"Seney National Wildlife Refuge, T 44 N. R 14 W, Sec. 13",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-42.50,Other,
2202,551795,LABO,F,,,,8/10/80,10,8,1980,Migrating,Turbine,,Cortney Pylant,Michigan,,-86.072,46.278,46.28,-86.07,Schoolcraft County,,"Seney National Wildlife Refuge, T 44 N. R 14 W, Sec. 13",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-38.86,Other,
2203,551796,LABO,F,,,,8/10/80,10,8,1980,Migrating,Turbine,,Cortney Pylant,Michigan,,-86.072,46.278,46.28,-86.07,Schoolcraft County,,"Seney National Wildlife Refuge, T 44 N. R 14 W, Sec. 13",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-38.21,Other,
2204,347653,LABO,F,,,,8/13/71,13,8,1971,Migrating,Turbine,,Cortney Pylant,WV,,-78.968,38.745,38.75,-78.97,Hardy County,,"Moorefield, 22 Mi S",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-45.91,Other,
2205,363727,LABO,F,,,,8/13/62,13,8,1962,Migrating,Turbine,,Cortney Pylant,Indiana,,-84.989,38.945,38.95,-84.99,Switzerland County,,"East Enterprise, 5 Mi N",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-45.86,Other,
2206,347654,LABO,F,,,,8/13/71,13,8,1971,Migrating,Turbine,,Cortney Pylant,WV,,-78.968,38.745,38.75,-78.97,Hardy County,,"Moorefield, 22 Mi S",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-38.68,Other,
2207,234025,LABO,M ,,,,8/13/19,13,8,1919,Migrating,Turbine,,Cortney Pylant,MN,,-96.764,46.876,46.88,-96.76,,,Moorhead,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-24.42,Other,
2208,254346,LABO,F,,,,8/13/01,13,8,1901,Migrating,Turbine,,Cortney Pylant,GA,,-84.435,33.707,33.71,-84.44,,,Fort Mcpherson,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,3.90,Other,
2209,347663,LABO,F,,,,8/14/71,14,8,1971,Migrating,Turbine,,Cortney Pylant,WV,,-78.968,38.745,38.75,-78.97,Hardy County,,"Moorefield, 22 Mi S",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-35.74,Other,
2210,347662,LABO,M ,,,,8/14/71,14,8,1971,Migrating,Turbine,,Cortney Pylant,WV,,-78.968,38.745,38.75,-78.97,Hardy County,,"Moorefield, 22 Mi S",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-30.57,Other,
2211,347661,LABO,M ,,,,8/14/71,14,8,1971,Migrating,Turbine,,Cortney Pylant,WV,,-78.968,38.745,38.75,-78.97,Hardy County,,"Moorefield, 22 Mi S",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-29.86,Other,
2212,347660,LABO,M ,,,,8/14/71,14,8,1971,Migrating,Turbine,,Cortney Pylant,WV,,-78.968,38.745,38.75,-78.97,Hardy County,,"Moorefield, 22 Mi S",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-24.16,Other,
2213,568880,LABO,F,,,,8/14/03,14,8,2003,Migrating,Turbine,,Cortney Pylant,MD,,-77.184,38.97,38.97,-77.18,Montgomery County,,"Carderock, Potomac River, on the C & O towpath between mile markers 9 and 10",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,8.00,Other,
2214,363732,LABO,F,,,,8/15/62,15,8,1962,Migrating,Turbine,,Cortney Pylant,Indiana,,-84.987,38.905,38.91,-84.99,Ohio County,,"Aberdeen, 1 Mi W",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-37.16,Other,
2215,175508,LABO,F,,,,8/15/12,15,8,1912,Migrating,Turbine,,Cortney Pylant,DC,,-77.036,38.907,38.91,-77.04,,,Washington,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-33.83,Other,
2216,160616,LABO,M ,,,,8/15/09,15,8,1909,Migrating,Turbine,,Cortney Pylant,MD,,-77.177,38.97,38.97,-77.18,,,Plummer Island,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-27.57,Other,
2217,140763,LABO,F,,,,8/16/00,16,8,1900,Migrating,Turbine,,Cortney Pylant,nY,,-75.688,42.967,42.97,-75.69,,,Peterboro,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-58.55,Other,
2218,314874,LABO,M ,,,,8/18/60,18,8,1960,Migrating,Turbine,,Cortney Pylant,DC,,-77.018,38.898,38.90,-77.02,,,"Washington, U. S. National Museum Building",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-38.02,Other,
2219,159049,LABO,M ,,,,8/18/08,18,8,1908,Migrating,Turbine,,Cortney Pylant,TN,,-84.185,36.178,36.18,-84.19,Anderson County,,Briceville,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-37.65,Other,
2220,234026,LABO,M ,,,,8/21/19,21,8,1919,Migrating,Turbine,,Cortney Pylant,MN,,-96.764,46.876,46.88,-96.76,,,Moorhead,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-28.02,Other,
2221,122185,LABO,M ,,,,8/21/03,21,8,1903,Migrating,Turbine,,Cortney Pylant,MD,,-77.177,38.97,38.97,-77.18,,,Plummer Island,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,2.27,Other,
2222,254343,LABO,F,,,,8/22/00,22,8,1900,Migrating,Turbine,,Cortney Pylant,NY,,-73.956,41.392,41.39,-73.96,,,West Point,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-41.47,Other,
2223,363849,LABO,M ,,,,8/24/62,24,8,1962,Migrating,Turbine,,Cortney Pylant,Indiana,,-86.742,39.249,39.25,-86.74,Owen County,,Boone's Cave,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-36.76,Other,
2224,258995,LABO,M ,,,,8/24/34,24,8,1934,Migrating,Turbine,,Cortney Pylant,VA,,-77.118,38.896,38.90,-77.12,,,Waverly Hills,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-16.72,Other,
2225,314875,LABO,M ,,,,8/25/60,25,8,1960,Migrating,Turbine,,Cortney Pylant,DC,,-77.018,38.898,38.90,-77.02,,,"Washington, U. S. National Museum Building",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-47.83,Other,
2226,570886,LABO,F,,,,8/25/09,25,8,2009,Migrating,Turbine,,Cortney Pylant,TX,,-97.041,32.897,32.90,-97.04,,,Dallas-Fort Worth International Airport,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,0.66,Other,
2227,297853,LABO,M ,,,,8/26/51,26,8,1951,Migrating,Turbine,,Cortney Pylant,VA,,-78.358,38.608,38.61,-78.36,,,"Shenandoah National Park, Hughes River Gap",,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,N,Y,Y,Data Only,1,YES,YES,,-18.99,Other,
2228,276648,LABO,F,,,,8/28/44,28,8,1944,Migrating,Turbine,,Cortney Pylant,DC,,-77.036,38.907,38.91,-77.04,,,Washington,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-38.03,Other,
2229,140764,LABO,F,,,,8/30/00,30,8,1900,Migrating,Turbine,,Cortney Pylant,NY,,-75.688,42.967,42.97,-75.69,,,Peterboro,,dD values from Pylant 2014,,All_SmithLABOMain Spreadsheet (\flood),,Y,Y,Y,Data Only,1,YES,YES,,-33.78,Other,
